title,location,type,bed,bath,area,price
"850 Sq Ft Ready Flat Is Waiting For Rent At North Kha Para, Joar Sahara","Joar Sahara, Dhaka",Apartment,2,2,850 sqft,14 Thousand
700 Sq Ft Apartment Is Waiting For Rent At Kallyanpur Close To Kallyanpur Shahi Masjid,"Kallyanpur, Mirpur, Dhaka",Apartment,2,2,700 sqft,12 Thousand
Rent And Live In A Admirable 800 Sq Ft Flat Located At Bonolota Abashik Elaka,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",Apartment,2,2,800 sqft,15 Thousand
"Situated In Banani DOHS, An extensive 2510 Sq Ft Residence Is Up For Rent","Banani DOHS, Dhaka",Apartment,4,4,"2,510 sqft",80 Thousand
"Ready To Move In? Visit This 900 Sq. Ft Rental Property At Uttara, Sector 14","Sector 14, Uttara, Dhaka",Apartment,2,2,900 sqft,16 Thousand
900 Sq Ft Ready Flat Is Up For Rent In Uttara-14 Nearby Rajdhani Public School And College,"Sector 14, Uttara, Dhaka",Apartment,2,2,900 sqft,17.5 Thousand
This 1100 Sq. ft Flat Which Is Available In Faidabad Garden City For Rent Will Ensure Your Higher Quality Of Living,"Faidabad Garden City, Faydabad, Dakshin Khan, Dhaka",Apartment,3,2,"1,100 sqft",15.5 Thousand
A well-defined residential apartment of 700 SQ FT is available for rent in West Mollartek,"West Mollartek, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,11 Thousand
"A Competent Life Is Awaiting For You In This Affordable 1654 Sq Ft Flat For Rent In Uttara, Sector 18","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
Experience A Modest Atmosphere In This 650 Sq Ft Flat For Rent In Cantonment,"Vashantek, Cantonment, Dhaka",Apartment,2,2,650 sqft,14 Thousand
"Picture yourself, residing in this well-constructed and planned 1300 SQ FT apartment in Uttara for rent","Sector 12, Uttara, Dhaka",Apartment,3,3,"1,300 sqft",25 Thousand
Move in and inhabit this 700 SQ FT properly constructed apartment for rent in Kawlar,"Kawlar, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,11 Thousand
"2200 Sq Ft Flat Is Available For Rent In Bashundhara R-a, Block C","Sayem Sobhan Anvir Road, Block C, Bashundhara R-A, Dhaka",Apartment,3,4,"2,200 sqft",50 Thousand
"Neat And Clean Apartment Of 850 Sq Ft For Rent In Kuril-NSU Road, Sure To Catch Your Eye.","Kuril, Dhaka",Apartment,2,2,850 sqft,14 Thousand
"600 Sq Ft Flat Is Ready For Rent In Al Amin Road, Dakkhin Paikpara","Dakkhin Paikpara, Mirpur, Dhaka",Apartment,2,2,600 sqft,10 Thousand
A nicely constructed apartment of 600 SQ FT can be found in Dakkhin Paikpara for rent,"Dakkhin Paikpara, Mirpur, Dhaka",Apartment,2,2,600 sqft,10.2 Thousand
You can move into this well planned and comfortable 600 SQ FT Residential flat in Dakkhin Paikpara for rent,"Dakkhin Paikpara, Mirpur, Dhaka",Apartment,2,2,600 sqft,10 Thousand
A Modest Apartment Of 1100 Sq Ft Is Up For Rent At Mirpur Dohs,"Avenue 9, Mirpur DOHS, Mirpur, Dhaka",Apartment,2,2,"1,100 sqft",25 Thousand
Stunning View! An Apartment Of 2200 Sq Ft Is Vacant Now For Rent In Mirpur DOHS,"Avenue 9, Mirpur DOHS, Mirpur, Dhaka",Apartment,3,3,"2,200 sqft",38 Thousand
"Comfortable, convenient and well-constructed 1250 SQ FT flat for rent in Uttara","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,250 sqft",18 Thousand
"1500 Sq Ft Apartment Is Available For Rent At Matikata Bazar Road, Cantonment","Matikata, Cantonment, Dhaka",Apartment,3,3,"1,500 sqft",21 Thousand
Affordable And Cozy Flat Is Up For Rent At Middle Monipur,"Mirpur, Dhaka",Apartment,2,2,800 sqft,10.5 Thousand
"Attention ! A 800 Sq. Ft Flat Is Up For Rent At North Gawair , This Is What You’ve Been Searching For As Your New Home!","North Gawair, Gawair, Dakshin Khan, Dhaka",Apartment,2,2,800 sqft,10 Thousand
For Conducting A Secure Life You Can Take Rent 850 Sq Ft Apartment At Kalachandpur,"Kalachandpur, Dhaka",Apartment,2,2,850 sqft,13.5 Thousand
Great Location! Check Out This 700 Sq. Ft Flat For Rent In Dolipara Close To Dolipara Jame Masjid,"Sher-E-Bangla Avenue, Dolipara, Uttara, Dhaka",Apartment,2,2,700 sqft,13.5 Thousand
A nicely constructed apartment of 1400 SQ FT can be found in Joar Sahara for rent,"Joar Sahara, Dhaka",Apartment,3,2,"1,400 sqft",20 Thousand
Rent A Comfortable Home Of 1200 Sq Ft With Nice Rooms In Kalachandpur,"Kalachandpur, Dhaka",Apartment,3,2,"1,200 sqft",22 Thousand
Pass Your Days Conveniently By Renting This Modest 850 Sq Ft Flat In Double Mooring,"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,2,1,850 sqft,10 Thousand
Improve Your Lifestyle By Renting This 850 Sq Ft Flat In Double Mooring,"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,2,2,850 sqft,11 Thousand
Offering You 1250 Sq Ft Apartment For Rent In 3 No. Panchlaish Ward,"Nayarhat, 3 No. Panchlaish Ward, Bayazid, Chattogram",Apartment,3,3,"1,250 sqft",14 Thousand
Let Us Assist You To Rent This Flat At Nayarhat Close To Gayebi Masjid Summiting The Vision About Your Future Home.,"Nayarhat, 3 No. Panchlaish Ward, Bayazid, Chattogram",Apartment,3,3,"1,250 sqft",14 Thousand
"1300 Square Feet Apartment Is Waiting For Rent At Shapla Sarani, West Shewrapara","West Shewrapara, Mirpur, Dhaka",Apartment,4,4,"1,300 sqft",25 Thousand
"1100 Sq Ft Apartment With A Serene Environment Is Ready For Rent In East Nasirabad, Zakir Hossain By Lane","East Nasirabad, Chattogram",Apartment,3,3,"1,100 sqft",25 Thousand
1200 Sq Ft Apartment With A Good Environment Is Ready For Rent In East Nasirabad,"East Nasirabad, Chattogram",Apartment,3,3,"1,200 sqft",28 Thousand
"1200 Sq Ft Residential Apartment Is Ready For Rent At Zakir Hossain By Lane, East Nasirabad","East Nasirabad, Chattogram",Apartment,3,3,"1,200 sqft",25 Thousand
Offering You 900 Sq Ft Apartment For Rent In Shahi Residential Area,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",Apartment,2,2,900 sqft,15 Thousand
1050 Square Feet Residential Flat With 3 Nice Bedrooms For Rent In Sholokbahar,"Badurtala, Sholokbahar, Chattogram",Apartment,3,3,"1,050 sqft",16 Thousand
1050 Square Feet Residential Flat With 3 Bedrooms For Rent In Sholokbahar,"Badurtala, Sholokbahar, Chattogram",Apartment,3,3,"1,050 sqft",17 Thousand
Your Desired Large 2 Bedroom Home In Badurtala Is Now Vacant For Rent,"Badurtala, Sholokbahar, Chattogram",Apartment,2,2,900 sqft,14 Thousand
"Picture Yourself, Residing In This Well-constructed 1300 Sq Ft Apartment In Bayazid For Rent","Bangladesh Co-operative Housing Society, Bayazid, Chattogram",Apartment,3,3,"1,300 sqft",16 Thousand
"Reside at ease, in this 900 SQ FT flat for rent in Sholokbahar","Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",Apartment,2,2,900 sqft,11 Thousand
You can move into this well planned and comfortable 1020 SQ FT Residential flat in Badurtala for rent,"Badurtala, Sholokbahar, Chattogram",Apartment,3,3,"1,020 sqft",17 Thousand
Create your home in a 850 SQ FT apartment for rent in Badurtala,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",Apartment,2,2,850 sqft,14 Thousand
Create your home in a 1050 SQ FT apartment for rent in Sholokbahar,"Badurtala, Sholokbahar, Chattogram",Apartment,3,3,"1,050 sqft",17 Thousand
"Start a new home, in this 1050 SQ FT apartment for rent in Sholokbahar","Badurtala, Sholokbahar, Chattogram",Apartment,3,2,"1,050 sqft",16 Thousand
"800 Square Feet Apartment Is Ready For Rent At Jashimuddin Avenue, Uttara","Jashimuddin Avenue, Dolipara, Uttara, Dhaka",Apartment,2,2,800 sqft,16.5 Thousand
Modify Your Living By Renting This Wonderful Flat In Akbarshah Railway Colony,"Akbarshah Railway Colony, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft,12 Thousand
"Modern 1200 Sq Ft Residence Is Now Up For Rent In Turag, Dhorangartek","Dhorangartek, Turag, Dhaka",Apartment,3,3,"1,200 sqft",15 Thousand
"At Uttara, Sector 12, 850 Square Feet Apartment Is Up For Rent","Sector 12, Uttara, Dhaka",Apartment,2,2,850 sqft,20 Thousand
800 SQ FT road sided apartment for rent in Mirpur,"Paikpara, Mirpur, Dhaka",Apartment,2,2,800 sqft,12 Thousand
"A worthwhile 700 SQ FT residential home is ready for rent at Pirerbag, Mirpur","North Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,2,2,700 sqft,11 Thousand
Seize The Opportunity To Rent This Wonderful 600 Sq Ft In Senpara Parbata Ln,"Section 10, Mirpur, Dhaka",Apartment,1,1,600 sqft,10.5 Thousand
A strongly built 800 SQ FT flat is available for rental purpose at 16 No. Chawk Bazaar Ward,"16 No. Chawk Bazaar Ward, Chattogram",Apartment,2,2,800 sqft,16 Thousand
Be the awaited occupant of 700 SQ FT residential home waiting to get rented at 11 No. South Kattali Ward,Chattogram,Apartment,2,2,700 sqft,10 Thousand
Grab This 1200 Sq Ft Apartment Ready For Rent In Mirpur,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",30 Thousand
Tastefully Designed this 650 SQ FT apartment is now vacant for rent in Mirpur-12,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"Tastefully Designed This 650 Sq Ft Apartment Is Now Vacant For Rent In Mirpur-12, Block D","Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
Ready 850 SQ FT beautifully constructed apartment is now to Rent in Faydabad,"Faydabad, Dakshin Khan, Dhaka",Apartment,2,2,850 sqft,15.5 Thousand
2500 Sq Ft Residential Flat Is Up For Rent In Baridhara,"Block K, Baridhara, Dhaka",Apartment,3,3,"2,500 sqft",1.5 Lakh
Comfortability All Around In This 1050 Sq. Ft 12 No. Sarai Para Ward Flat Which Is Up For Rent.,"Rampur, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,3,2,"1,050 sqft",11 Thousand
A Structurally Well Set 1300 Sq Ft Flat For Rent Is Available In South Kattali Ward,"11 No. South Kattali Ward, Chattogram",Apartment,3,3,"1,300 sqft",14 Thousand
A Beautiful 1300 Sq Ft Apartment Is Now Vacant For Rent At South Kattali Ward,"11 No. South Kattali Ward, Chattogram",Apartment,3,3,"1,300 sqft",16 Thousand
Nicely constructed 1000 SQ FT flat is available to Rent in Dakshin Khan,"West Mollartek, Dakshin Khan, Dhaka",Apartment,3,2,"1,000 sqft",12 Thousand
Nicely constructed 1000 SQ FT flat is available to Rent in Dakshin Khan,"West Mollartek, Dakshin Khan, Dhaka",Apartment,3,2,"1,000 sqft",12 Thousand
"A Suitable 650 Sq Ft Flat Available To Rent In Mirpur, Section 12","Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
See This Comfortable 2 Bedroom Flat Is Available For Rent In Pirerbag Near Amtola Masjid . And This Is Just What You Are Looking For In A Home!,"South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,2,1,600 sqft,10 Thousand
Ready 750 SQ FT beautifully built apartment is now to Rent in Cantonment,"South Manikdi, Manikdi, Cantonment, Dhaka",Apartment,2,2,750 sqft,13 Thousand
A Beautiful 2 Bedroom Flat Is Vacant Right Now For Rent In The Location Of Dewanhat,"Dewanhat, 23 No. North Pathantooly Ward, Double Mooring, Chattogram",Apartment,2,2,900 sqft,15 Thousand
Make your residence in an 800 SQ FT rental flat at South Kattali Ward,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,800 sqft,10 Thousand
Properly designed this 950 SQ Ft flat is now up for rent in Double Mooring,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,950 sqft,10 Thousand
"3 Bedroom, 3 Bathroom Large Apartment With A View Is Up For Rent At 26 No. North Halishahar Ward.","Road No 3, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,400 sqft",23 Thousand
"Start Your New Home, In This Reasonable And Comfortable 1600 Sq. Ft Flat Which Is Up For Rent In 26 No. North Halishahar Ward.","Road No 3, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,600 sqft",23 Thousand
Lovely Apartment Covering An Area Of 650 Sq Ft Is Up For Rent In Mirpur 12,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
Baridhara Is Offering You A 1300 Sq Ft Flat To Rent,"Block J, Baridhara, Dhaka",Apartment,3,3,"1,300 sqft",26 Thousand
A worthwhile 900 SQ FT residential home is ready for rent at Muradpur,"Muradpur, Chattogram",Apartment,2,2,900 sqft,12 Thousand
In Nasirabad this apartment is up for rent which is 2000 SQ FT,"Nasirabad, Chattogram",Apartment,4,3,"2,000 sqft",35 Thousand
Well-constructed 700 SQ FT flat is now offering to you in Cantonment for rent,"Vashantek, Cantonment, Dhaka",Apartment,2,2,700 sqft,13 Thousand
For Rental purpose nice 1600 SQ FT flat is now up to Rent in Baridhara DOHS,"Baridhara DOHS, Dhaka",Apartment,3,3,"1,600 sqft",70 Thousand
Sophisticated Style! This 2 Bedroom Flat For Rent In Amtala Bazar Is All About It,"South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,2,2,700 sqft,10 Thousand
"Luxury All Around In This 2250 Sq. Ft Block K, Bashundhara R-A Flat Which Is Up For Rent.","Block K, Bashundhara R-A, Dhaka",Apartment,4,4,"2,250 sqft",34 Thousand
Amazing 550 Sq Ft Flat Is Ready To Rent At Mirpur,"Jhilpar, Middle Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,2,1,550 sqft,10 Thousand
A well sized 2250 SQ FT residential home is available for rent at Bashundhara R-A,"Block K, Bashundhara R-A, Dhaka",Apartment,4,4,"2,250 sqft",33 Thousand
A convenient 2250 SQ FT residential home is prepared to be rented at Bashundhara R-A,"Block K, Bashundhara R-A, Dhaka",Apartment,4,4,"2,250 sqft",33 Thousand
"Make your residence in a 2250 SQ FT rental home at Bashundhara R-A, Block K","Block K, Bashundhara R-A, Dhaka",Apartment,4,4,"2,250 sqft",33 Thousand
Get this 2250 SQ FT residential flat vacant for rent at Bashundhara R-A,"Block K, Bashundhara R-A, Dhaka",Apartment,4,4,"2,250 sqft",33 Thousand
3 Bedroom And 2 Bathroom Residential Place For Rent Adjacent To Agargaon Kindergarten & School In Agargaon.,"Taltola, Agargaon, Dhaka",Apartment,3,2,950 sqft,16 Thousand
1350 SQ FT an amazing apartment is now for rent in Mirpur 12,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,350 sqft",28 Thousand
Mirpur DOHS Is Offering You A 2200 Sq Ft Moderate Apartment For Rent,"Mirpur DOHS, Mirpur, Dhaka",Apartment,4,4,"2,200 sqft",45 Thousand
Be The Dweller Of This Beautiful 600 Sq Ft Residential Home Vacant For Rent At Pirerbag,"Pirerbag, Mirpur, Dhaka",Apartment,2,2,600 sqft,10 Thousand
Attention ! A 800 Sq. ft Flat Is Up For Rent Very Close To Dhaka Housing Jame Masjid.,"Shyamoli, Dhaka",Apartment,2,2,800 sqft,16 Thousand
"A Nice Living Property Is Up For Rent In Uttara, Sector 11, Road No 15","Sector 11, Uttara, Dhaka",Apartment,1,1,400 sqft,13.2 Thousand
This convenient 1450 SQ FT apartment for residential purpose is waiting to get rented at Uttara 10,"Sector 10, Uttara, Dhaka",Apartment,3,3,"1,450 sqft",20 Thousand
This 1250 Sq Ft Flat For Rent Is Completed With A Great Floor Plan In The Location Of Darussalam,"Mirpur, Dhaka",Apartment,3,3,"1,250 sqft",22 Thousand
"We Offer You This Amazing Flat Of 1250 Sq Ft Which Is Up For Rent, Located In Darussalam","Mirpur, Dhaka",Apartment,3,3,"1,250 sqft",22 Thousand
Stay In This 780 Sq Ft Nice Flat Which Is Up For Rent In Niribili Residential Area,"Mollapara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,780 sqft,11.01 Thousand
Take rent of a nicely done 1220 SQ FT residential apartment located at West Shewrapara,"West Shewrapara, Mirpur, Dhaka",Apartment,3,2,"1,220 sqft",15 Thousand
"Well Designed 700 Sq Ft Residential Flat Is There For Rent At Monipur, Mirpur","Mirpur, Dhaka",Apartment,2,1,700 sqft,10 Thousand
Offering You A Well Constructed 840 Sq Ft Apartment To Rent In Double Mooring,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,840 sqft,10 Thousand
Consider moving into this apartment of 600 SQ FT in Middle Monipur for rent,"Mirpur, Dhaka",Apartment,2,1,600 sqft,11 Thousand
We Bring You A Beautiful And Distinct Apartment For Rent In Middle Monipur Having Situated In A Pleasant Location.,"Mirpur, Dhaka",Apartment,2,2,750 sqft,12 Thousand
A 780 SQ FT very reasonable medium flat is available for rent at 24 No. North Agrabad Ward,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,780 sqft,13 Thousand
A 770 SQ FT very reasonable medium flat is available for rent at Muhuri Para,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,770 sqft,10 Thousand
This Flat In Gulbag Residential Area Is Up For Rent With An Area Of 1300 Sq. ft,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,300 sqft",18 Thousand
Make this 780 SQ FT rental family residence yours located at Double Mooring,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,780 sqft,12 Thousand
An Apartment Of 1200 Sq. Ft Is Up To Rent In Goltek.,"Cantonment, Dhaka",Apartment,3,3,"1,200 sqft",14 Thousand
Check This 1240 Sq. Ft Apartment Which Is Up To Rent At 25 No. Rampur Ward.,"Naya Bazar, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,2,"1,240 sqft",17 Thousand
Well Designed 1200 Sq Ft Residential Flat Is There For Rent At South Pirerbag,"Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",15 Thousand
Properly Designed This 1100 Square Feet Apartment Is Now Up For Rent In Middle Pirerbag,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,100 sqft",18 Thousand
In The Beautiful Neighborhood In East Raza Bazar Road A Flat Is Up For Rent,"Rajabazar, Tejgaon, Dhaka",Apartment,2,1,500 sqft,18 Thousand
Plan to move in this 1000 SQ FT flat which is up to Rent in Halishahar,"Sabujbag, Halishahar, Chattogram",Apartment,2,2,"1,000 sqft",11 Thousand
Reasonable 600 SQ FT flat is available to Rent in Pirerbag,"Pirerbag, Mirpur, Dhaka",Apartment,2,2,600 sqft,9 Thousand
"Close To Trust Bank Limited | Atm Booth, An Apartment Of 1100 Sq. Ft. For Rent Is Available In Mirpur","Avenue 1, Mirpur DOHS, Mirpur, Dhaka",Apartment,2,2,"1,100 sqft",26 Thousand
"Plan To Move In This 875 Sq Ft Flat Which Is Up To Rent In Mirpur, Shah Ali Bag","Section 1, Mirpur, Dhaka",Apartment,2,2,875 sqft,12 Thousand
Offering You Well Constructed 1200 Sq Ft Apartment To Rent In Kattali,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,200 sqft",16 Thousand
A Beautiful 3 Bedroom Apartment For Rent Is All Set For You In Uttara Nearby Shaheed Monsur Ali Medical College and Hospital,"Sector 11, Uttara, Dhaka",Apartment,3,2,"1,000 sqft",19 Thousand
Remarkable Flat Is Up For Rent In Bandartila Nearby Bandartila Bus Stop,"CEPZ, Bandartila, 39 No. South Halishahar Ward, Halishahar, Chattogram",Apartment,2,1,650 sqft,10 Thousand
First-rated Apartment Covering An Area Of 1450 Sq Ft Is Up For Rent In O R Nizam Road Residential Area,"15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,450 sqft",26 Thousand
"Get This 1400 Sq Ft Wonderful Flat In Mirpur Pirerbag, Available For Rent","South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,400 sqft",20 Thousand
Offering you 750 SQ FT flat to Rent in Pallabi near to Pallabi Thana,"Pallabi, Mirpur, Dhaka",Apartment,2,2,750 sqft,13 Thousand
Reasonable 1050 SQ FT flat is available to Rent in Senpara near to Senpara Jame Masjid,"Section 10, Mirpur, Dhaka",Apartment,2,3,"1,050 sqft",17 Thousand
Nice 900 SQ FT flat is available to Rent in Double Mooring close to DBBL ATM,"23 No. North Pathantooly Ward, Double Mooring, Chattogram",Apartment,2,1,900 sqft,10.5 Thousand
Rarely Available A 2 Bedrooms Flat Is Up For Rent At Uttara Nearby Uni Vision School And College,"Sector 12, Uttara, Dhaka",Apartment,2,2,900 sqft,20 Thousand
At Shantibag R/a Nice Flat Up For Rent Near Shantibag R/a Jame Masjid,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,760 sqft,10 Thousand
Check This Nice Flat For Rent At Joar Sahara Nearby Baitul Mahmud Jame Mosjid,"Joar Sahara, Dhaka",Apartment,3,2,850 sqft,14 Thousand
Remarkable Flat Is Up For Rent In Uttara Nearby Gausul Azam Jame Masjid,"Sector 13, Uttara, Dhaka",Apartment,3,3,"1,250 sqft",30 Thousand
"An Apartment Is Up For Rent In Double Mooring, Near Shamim Morshed Sreety Academy","24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,800 sqft,10 Thousand
See This Office Space For Rent Located In Nadda Near To Nadda Mosjid,"Nadda, Dhaka",Apartment,2,2,750 sqft,14 Thousand
Your New Home Is Waiting For You In This Lovely Apartment For Rent At Uttara Near Scholastica Senior Campus,"Sector 1, Uttara, Dhaka",Apartment,3,4,"2,400 sqft",70 Thousand
